title,decade
Look (2007 film),2000s
Lord of War,2000s
Lords of Dogtown,2000s
Los Bandoleros (film),2000s
Loser (film),2000s
Lost (2004 film),2000s
Lost Boys: The Tribe,2000s
Lost City Raiders,2000s
Lost Souls (2000 film),2000s
Lost Stallions: The Journey Home,2000s
Lost Treasure (film),2000s
Lost in Translation (film),2000s
Love & Basketball,2000s
Love & Sex,2000s
Love Actually,2000s
Love Chronicles (film),2000s
Love Comes Lately,2000s
Love Don't Cost a Thing (film),2000s
Love Finds a Home,2000s
Love Happens (2009 film),2000s
Love Is the Drug (film),2000s
Love Liza,2000s
Love N' Dancing,2000s
Love Object,2000s
Love Simple,2000s
Love Song (2000 film),2000s
Love Wrecked,2000s
Love and Mary,2000s
Love and Suicide (2006 film),2000s
Love and a Bullet,2000s
Love for Sale (2008 film),2000s
Love in the Time of Cholera (film),2000s
Love in the Time of Money,2000s
Loveless in Los Angeles,2000s
Lovely & Amazing,2000s
"Lovely, Still",2000s
Loverboy (2005 film),2000s
Lovers Lane (1999 film),2000s
Lovers Lane (2005 film),2000s
Loving Annabelle,2000s
Loving Leah,2000s
Lower Learning,2000s
Lucky 7 (film),2000s
Lucky Bastard (2009 film),2000s
Lucky Break (2001 film),2000s
Lucky Number Slevin,2000s
Lucky Numbers,2000s
Lucky You (film),2000s
Lucy (2003 film),2000s
Lurking in Suburbia,2000s
"Lust, Caution",2000s
Luster (film),2000s
Luther (2003 film),2000s
Lying (film),2000s
Lying in Wait,2000s
Lymelife,2000s
MVP 2: Most Vertical Primate,2000s
MVP: Most Valuable Primate,2000s
Maangamizi: The Ancient One,2000s
Mach 2 (film),2000s
Machine (2006 film),2000s
Mad Cowgirl,2000s
Mad Money (film),2000s
Made (2001 film),2000s
Made in China (2009 film),2000s
Made of Honor,2000s
Madea Goes to Jail,2000s
Madea's Family Reunion,2000s
Madhouse (2004 film),2000s
Madison (film),2000s
Magma: Volcanic Disaster,2000s
Magnolia (film),2000s
Maid in Manhattan,2000s
Make It Happen (film),2000s
Malevolence (film),2000s
Malibu Shark Attack,2000s
Malibu's Most Wanted,2000s
Malèna (film),2000s
Mama's Boy,2000s
Mamma Mia! (film),2000s
Mammoth (2006 film),2000s
Man About Town (2006 film),2000s
Man Push Cart,2000s
Man in the Mirror: The Michael Jackson Story,2000s
Man of the House (2005 film),2000s
Man of the Year (2006 film),2000s
Man on Fire (2004 film),2000s
Man with the Screaming Brain,2000s
Man-Thing (film),2000s
Management (film),2000s
Maneater (2007 film),2000s
Maneater (2009 film),2000s
Mango Kiss,2000s
Manhood (film),2000s
Maniacal (film),2000s
Manic (2001 film),2000s
Manito (film),2000s
Manna from Heaven (film),2000s
Mansquito,2000s
Marci X,2000s
Margot at the Wedding,2000s
Maria Full of Grace,2000s
Marie Antoinette (2006 film),2000s
Marie and Bruce,2000s
Marley & Me (film),2000s
Married Life (2007 film),2000s
Martian Child,2000s
Martin and Lewis (film),2000s
Masked and Anonymous,2000s
Master and Commander: The Far Side of the World,2000s
Match Point,2000s
Matchstick Men,2000s
Material Girls,2000s
Max Havoc: Curse of the Dragon,2000s
Max Keeble's Big Move,2000s
Max Payne (film),2000s
May (film),2000s
Mayday (2005 film),2000s
Me and Orson Welles,2000s
Me and You and Everyone We Know,2000s
"Me, Myself & Irene",2000s
Mean Creek,2000s
Mean Girls,2000s
Medicine for Melancholy,2000s
Meet Bill,2000s
Meet Dave,2000s
Meet the Browns (film),2000s
Meet the Fockers,2000s
Meet the Parents,2000s
Meet the Spartans,2000s
Mega Shark Versus Giant Octopus,2000s
Mega Snake,2000s
Megafault,2000s
Megalodon (2004 film),2000s
Megiddo: The Omega Code 2,2000s
Meipporul,2000s
Melancholy Baby,2000s
Melvin Goes to Dinner,2000s
Memento (film),2000s
Memoirs of a Geisha (film),2000s
Men in Black II,2000s
Men of Honor,2000s
Mentor (film),2000s
Mercenary for Justice,2000s
Mercy (2000 film),2000s
Mercy (2009 film),2000s
Mercy Streets,2000s
Merlin and the War of the Dragons,2000s
Mermaids (2003 film),2000s
"Merry Christmas, Drake & Josh",2000s
Messengers 2: The Scarecrow,2000s
Method (2004 film),2000s
Metropolis (2001 film),2000s
Mexican Werewolf in Texas,2000s
Miami Vice (film),2000s
Michael Clayton,2000s
Mickey (2004 film),2000s
Middle Men (film),2000s
Middle of Nowhere (2008 film),2000s
Midnight Bayou,2000s
Mil Mascaras vs. the Aztec Mummy,2000s
Milk (2008 American film),2000s
Million Dollar Baby,2000s
Mimic 2,2000s
Mimic 3: Sentinel,2000s
Mind the Gap (2004 film),2000s
Mindhunters,2000s
Minghags: The Movie,2000s
Mini's First Time,2000s
Minority Report (film),2000s
Minotaur (film),2000s
Minutemen (film),2000s
Miracle (2004 film),2000s
Miracle at St. Anna,2000s
Miracle in Lane 2,2000s
Miracle on the Mountain: The Kincaid Family Story,2000s
Mirrors (2008 film),2000s
Miss Conception,2000s
Miss Congeniality (film),2000s
Miss Congeniality 2: Armed and Fabulous,2000s
Miss March,2000s
Miss Pettigrew Lives for a Day,2000s
Miss Potter,2000s
Missing Pieces (2000 film),2000s
Mission to Mars,2000s
Mission: Impossible 2,2000s
Mission: Impossible III,2000s
Missionary Man (film),2000s
Mississippi Damned,2000s
Mister Lonely,2000s
Mobsters and Mormons,2000s
Moby Presents: Alien Sex Party,2000s
Mock Up on Mu,2000s
Mockingbird Don't Sing,2000s
Molly: An American Girl on the Home Front,2000s
Mom's Got a Date with a Vampire,2000s
"Mom, Dad and Her",2000s
Momentum (2003 film),2000s
Mona Lisa Smile,2000s
Monster (2003 film),2000s
Monster (2008 film),2000s
Monster Ark,2000s
Monster Man (film),2000s
Monster's Ball,2000s
Monster-in-Law,2000s
Monsters vs. Aliens: Mutant Pumpkins from Outer Space,2000s
Montana Sky,2000s
Moon (2009 film),2000s
Moondance Alexander,2000s
Moonlight Mile (film),2000s
Morgan's Ferry,2000s
Morning Light (film),2000s
Mortuary (2005 film),2000s
Moscow Zero,2000s
Most (2003 film),2000s
Mostly Ghostly: Who Let the Ghosts Out?,2000s
Mother and Child (2009 film),2000s
Mother of Tears,2000s
Motherhood (2009 film),2000s
Motocrossed,2000s
Moulin Rouge!,2000s
Movin' Too Fast (film),2000s
Moving August,2000s
Moving McAllister,2000s
Mozart and the Whale,2000s
Mr. & Mrs. Smith (2005 film),2000s
Mr. 3000,2000s
Mr. Brooks,2000s
Mr. Deeds,2000s
Mr. Jingles,2000s
Mr. Magorium's Wonder Emporium,2000s
Mr. Troop Mom,2000s
Mr. Woodcock,2000s
Mrs. Harris,2000s
Muckman (film),2000s
Mulberry Street (film),2000s
Mulholland Drive (film),2000s
Munich (2005 film),2000s
Munyurangabo,2000s
Murder Collection V.1,2000s
Murder Party,2000s
Murder by Numbers,2000s
Murder in Greenwich,2000s
Murder on the Orient Express (2001 film),2000s
Murder-Set-Pieces,2000s
Music Within,2000s
Music and Lyrics,2000s
Must Love Dogs,2000s
Mutant Chronicles (film),2000s
Mutual Appreciation,2000s
My 5 Wives,2000s
My Ambition,2000s
My Baby's Daddy,2000s
My Best Friend's Girl (2008 film),2000s
My Big Fat Greek Wedding,2000s
My Big Fat Independent Movie,2000s
My Bloody Valentine 3D,2000s
My Blueberry Nights,2000s
My Bollywood Bride,2000s
My Boss's Daughter,2000s
My Dinner with Jimi,2000s
My Dog Skip (film),2000s
My Fake Fiancé,2000s
My First Mister,2000s
My Flesh and Blood,2000s
My House in Umbria,2000s
My Life in Ruins,2000s
My Life with Morrissey,2000s
My Mom's New Boyfriend,2000s
My Name Is Bruce,2000s
My Name Is Modesty,2000s
My One and Only (film),2000s
My Sexiest Year,2000s
My Sister's Keeper (film),2000s
"My Son, My Son, What Have Ye Done",2000s
My Suicidal Sweetheart,2000s
My Super Ex-Girlfriend,2000s
My Super Psycho Sweet 16,2000s
Mysterious Skin,2000s
Mystery Team,2000s
Mystic River (film),2000s
Nacho Libre,2000s
Nancy Drew (2007 film),2000s
Napoleon Dynamite,2000s
Narc (film),2000s
Natalee Holloway (film),2000s
National Lampoon Presents Dorm Daze,2000s
National Lampoon's Adam & Eve,2000s
National Lampoon's Barely Legal,2000s
National Lampoon's Christmas Vacation 2,2000s
National Lampoon's Dorm Daze 2,2000s
National Lampoon's Gold Diggers,2000s
National Lampoon's Pledge This!,2000s
National Security (2003 film),2000s
National Treasure (film),2000s
National Treasure: Book of Secrets,2000s
Nearing Grace,2000s
Necromentia,2000s
Necrosis (film),2000s
Neighbor (2009 film),2000s
Never Again (2001 film),2000s
Never Back Down,2000s
Never Been Thawed,2000s
Never Die Alone,2000s
Never Forever,2000s
Nevermore (2007 film),2000s
Neverwas,2000s
New Alcatraz,2000s
New Muslim Cool,2000s
New Port South,2000s
New World Order (film),2000s
New York Minute (film),2000s
New in Town,2000s
Next (2007 film),2000s
Next Day Air,2000s
Next Friday,2000s
Nice Bombs,2000s
Nicholas Nickleby (2002 film),2000s
Nick & Norah's Infinite Playlist,2000s
Night Skies (2007 film),2000s
Night Train (2009 film),2000s
Night at the Golden Eagle,2000s
Night at the Museum,2000s
Night at the Museum: Battle of the Smithsonian,2000s
Night of the Dead (film),2000s
Night of the Demons (2009 film),2000s
Night of the Living Dead 3D,2000s
Nightmare Man (film),2000s
Nights and Weekends,2000s
Nights in Rodanthe,2000s
Nikté,2000s
Nim's Island,2000s
Nine (2009 live-action film),2000s
Nine Dead,2000s
Nine Lives (2005 film),2000s
Nine Miles Down,2000s
Ninja (film),2000s
Ninja Assassin,2000s
Ninja Cheerleaders,2000s
Nite Tales: The Movie,2000s
No Country for Old Men,2000s
No Good Deed (2002 film),2000s
No Reservations (film),2000s
No Such Thing (film),2000s
Nobel Son,2000s
Nobody's Baby (2001 film),2000s
Noel (film),2000s
Nora's Hair Salon,2000s
Norbit,2000s
Normal (2003 film),2000s
Normal Adolescent Behavior,2000s
North Country (film),2000s
North Starr,2000s
Northern Lights (2009 film),2000s
Northfork,2000s
Not Another Teen Movie,2000s
Not Easily Broken,2000s
Not Forgotten (film),2000s
Not Since You,2000s
Nothin' 2 Lose,2000s
Nothing but the Truth (2008 American film),2000s
Nothing like the Holidays,2000s
Notorious (2009 film),2000s
November (2004 film),2000s
Novocaine (film),2000s
Noëlle (2007 film),2000s
Numb (2007 film),2000s
Nurse Betty,2000s
Nutty Professor II: The Klumps,2000s
O (film),2000s
"O Brother, Where Art Thou?",2000s
Observe and Report,2000s
Obsessed (2009 film),2000s
Ocean's Eleven,2000s
Ocean's Thirteen,2000s
Ocean's Twelve,2000s
Oceans (film),2000s
Octopus (2000 film),2000s
Octopus 2: River of Fear,2000s
Odysseus and the Isle of the Mists,2000s
Off the Black,2000s
Off the Map (film),2000s
Okie Noodling,2000s
Old Dogs (film),2000s
Old Joy,2000s
Old School (film),2000s
Older than America,2000s
Oliver Twist (2005 film),2000s
On Broadway (film),2000s
On Line (2002 film),2000s
On the Beach (2000 film),2000s
On the Doll,2000s
On the Job Training,2000s
On the Line (2001 film),2000s
Once Upon a Christmas (film),2000s
Once Upon a Halloween,2000s
Once Upon a Time in Mexico,2000s
Once in the Life,2000s
One Hour Photo,2000s
One Last Dance (2003 film),2000s
One Last Thing...,2000s
One Missed Call (2008 film),2000s
One Night at McCool's,2000s
One Night with the King,2000s
One Small Step: The Story of the Space Chimps,2000s
One of Our Own (2007 film),2000s
One-Eyed Monster,2000s
Only the Brave (2006 film),2000s
Open Graves,2000s
Open Range (2003 film),2000s
Open Water (film),2000s
Operation Delta Force 5: Random Fire,2000s
Opie Gets Laid,2000s
Opposite Day (film),2000s
Orange County (film),2000s
Ordinary Miracles,2000s
Original Sin (2001 film),2000s
Orphan (2009 film),2000s
Otis (film),2000s
Our Huge Adventure,2000s
Our Lips Are Sealed (film),2000s
Our Song (film),2000s
Our Very Own (2005 film),2000s
Out Cold (2001 film),2000s
Out for a Kill,2000s
Out of Reach (film),2000s
Out of Time (2003 film),2000s
Out of the Wilderness,2000s
Outing Riley,2000s
Outlander (film),2000s
Outlaw Trail: The Treasure of Butch Cassidy,2000s
Outside the Law (2002 film),2000s
Outsourced (film),2000s
Over Her Dead Body,2000s
Oy Vey! My Son Is Gay!!,2000s
P.S. I Love You (film),2000s
P2 (film),2000s
Paid in Full (2002 film),2000s
Palindromes (film),2000s
Palo Alto (2007 film),2000s
Panic (2000 film),2000s
Panic Room,2000s
Paparazzi (2004 film),2000s
Paper Heart (film),2000s
Paper Man (2009 film),2000s
Paper Soldiers,2000s
"Paradise, Texas (film)",2000s
Paranoia 1.0,2000s
Paranoid Park (film),2000s
Paranormal Activity,2000s
Paranormal Entity,2000s
Parasomnia (film),2000s
Partners (2009 film),2000s
Party Monster (film),2000s
Passage to Zarahemla,2000s
Passengers (2008 film),2000s
Passion of Mind,2000s
Pastor Brown,2000s
Path to War,2000s
Pathfinder (2007 film),2000s
Pathogen (film),2000s
Pathology (film),2000s
"Patrik, Age 1.5",2000s
Paul Blart: Mall Cop,2000s
Pauly Shore Is Dead,2000s
Pawtucket Rising,2000s
Pay It Forward (film),2000s
Paycheck (film),2000s
Peaceful Warrior,2000s
Pearl Harbor (film),2000s
Pedro (film),2000s
Pendragon: Sword of His Father,2000s
Penelope (2006 film),2000s
Penny Dreadful (film),2000s
People I Know,2000s
Perfect Game (2000 film),2000s
Perfect Stranger (film),2000s
Perfume (2001 film),2000s
Perfume: The Story of a Murderer (film),2000s
Perkins' 14,2000s
Persepolis (film),2000s
Personal Velocity: Three Portraits,2000s
Pervert!,2000s
Peter Pan (2003 film),2000s
Peter and Vandy,2000s
Phantom Punch (film),2000s
Phantom of the Megaplex,2000s
Phat Girlz,2000s
Philosophy of a Knife,2000s
Phoebe in Wonderland,2000s
Phone Booth (film),2000s
Picking Up the Pieces (film),2000s
Picture Claire,2000s
Picture This (film),2000s
Pictures of Hollis Woods (film),2000s
Pieces of April,2000s
Pig Hunt,2000s
Pineapple Express (film),2000s
Ping Pong Playa,2000s
Pirates (2005 film),2000s
Pirates II: Stagnetti's Revenge,2000s
Pirates of Treasure Island,2000s
Pirates of the Caribbean: At World's End,2000s
Pirates of the Caribbean: Dead Man's Chest,2000s
Pirates of the Caribbean: The Curse of the Black Pearl,2000s
Pistol Whipped,2000s
Pitch Black (film),2000s
Pixel Perfect,2000s
Pizza (2005 film),2000s
Plaguers,2000s
Planet Raptor,2000s
Planet Terror,2000s
Planet of the Apes (2001 film),2000s
Play Dead (2009 film),2000s
Play-mate of the Apes,2000s
Playing Mona Lisa,2000s
Poison Ivy: The Secret Society,2000s
Polis Is This: Charles Olson and the Persistence of Place,2000s
Pollock (film),2000s
Poolhall Junkies,2000s
Poor White Trash,2000s
Pootie Tang,2000s
Popatopolis,2000s
Popstar (film),2000s
Porn of the Dead,2000s
Poseidon (film),2000s
Possession (2009 film),2000s
Post Grad,2000s
Post Impact,2000s
Postal (film),2000s
Poster Boy (film),2000s
Poultrygeist: Night of the Chicken Dead,2000s
Powder Blue (film),2000s
Power Play (2003 film),2000s
Praise Band: The Movie,2000s
Prancer Returns,2000s
Pray for Morning,2000s
Prayers for Bobby,2000s
Precious (film),2000s
Premonition (2007 film),2000s
Prep & Landing,2000s
Pressure (2002 film),2000s
Pressure Point (2001 film),2000s
Pretty Bird,2000s
Pretty Persuasion,2000s
Pretty Ugly People,2000s
Prey for Rock & Roll,2000s
Price of Glory,2000s
Pride & Prejudice (2005 film),2000s
Pride & Prejudice: A Latter-Day Comedy,2000s
Pride (2007 film),2000s
Pride and Glory (film),2000s
Prime (film),2000s
Primer (film),2000s
Primeval (film),2000s
Prince Charming (2001 film),2000s
Prince of Broadway (film),2000s
Prince of Central Park,2000s
Princess Kaiulani (film),2000s
Princess Protection Program,2000s
Princess of Mars,2000s
Prison Song (film),2000s
Prison-A-Go-Go!,2000s
Prodigal Sons (film),2000s
Project Viper,2000s
Prom Night (2008 film),2000s
Proof (2005 film),2000s
Proof of Life,2000s
Prozac Nation (film),2000s
Psycho Beach Party,2000s
Pterodactyl (film),2000s
Public Enemies (2009 film),2000s
Puccini for Beginners,2000s
"Puff, Puff, Pass",2000s
Pulse (2006 film),2000s
Pulse 2: Afterlife,2000s
Pulse 3,2000s
Pumpkin (film),2000s
Pumpkinhead: Ashes to Ashes,2000s
Pumpkinhead: Blood Feud,2000s
Punch-Drunk Love,2000s
Punk Love,2000s
Puppet Master vs Demonic Toys,2000s
Puppet Master: The Legacy,2000s
Purgatory Comics,2000s
Purgatory House,2000s
Push (2009 film),2000s
Puzzlehead,2000s
Python (film),2000s
Pythons 2,2000s
Quantum of Solace,2000s
Quarantine (2008 film),2000s
Queen Sized,2000s
Queen of the Damned,2000s
Queer Duck: The Movie,2000s
Quicksand (2003 film),2000s
Quid Pro Quo (film),2000s
Quiet City (film),2000s
Quiet Nights of Blood and Pain,2000s
Quills (film),2000s
Quinceañera (film),2000s
R.S.V.P. (2002 film),2000s
RV (film),2000s
Race to Space,2000s
Race to Witch Mountain,2000s
Rachel Getting Married,2000s
Racing Stripes,2000s
Radio (2003 film),2000s
Radio Cape Cod,2000s
Rails & Ties,2000s
Rain (2006 film),2000s
Raise Your Voice,2000s
Raising Flagg,2000s
Raising Helen,2000s
Raising Victor Vargas,2000s
Rambo (2008 film),2000s
Rampage: The Hillside Strangler Murders,2000s
Randy and the Mob,2000s
Raptor (film),2000s
Raptor Island,2000s
Rat (film),2000s
Rat Race (film),2000s
Ray (film),2000s
Re-Animated,2000s
Read It and Weep,2000s
Read My Lips (film),2000s
Ready or Not (2009 film),2000s
Ready to Rumble,2000s
Ready to Run (film),2000s
Ready? OK!,2000s
Real Time (film),2000s
Real Women Have Curves,2000s
Rebound (2005 film),2000s
Recount (film),2000s
Red (2008 film),2000s
Red Cliff (film),2000s
Red Dirt (film),2000s
Red Doors,2000s
Red Dragon (2002 film),2000s
Red Eye (2005 American film),2000s
Red Planet (film),2000s
Red Sands,2000s
Red Water,2000s
Redacted (film),2000s
Redbelt,2000s
Redline (2007 film),2000s
Redshirt Blues,2000s
Reefer Madness: The Movie Musical,2000s
Reeker,2000s
Reign Over Me,2000s
Reign of Fire (film),2000s
Reindeer Games,2000s
Relative Strangers,2000s
Remember the Daze,2000s
Remember the Titans,2000s
Renaissance (2006 film),2000s
Rendition (film),2000s
Reno 911!: Miami,2000s
Rent (film),2000s
Repli-Kate,2000s
Replicant (film),2000s
Repo Chick,2000s
Repo! The Genetic Opera,2000s
Requiem for a Dream,2000s
Rescue Dawn,2000s
Reservation Road,2000s
Resident Evil: Apocalypse,2000s
Resident Evil: Extinction,2000s
Resistance (2003 film),2000s
Resolved (film),2000s
Rest Stop (film),2000s
Resurrecting the Champ,2000s
Retrograde (2004 film),2000s
Return of the Living Dead: Necropolis,2000s
Return of the Living Dead: Rave to the Grave,2000s
Return to Halloweentown,2000s
Return to House on Haunted Hill,2000s
Return to Me,2000s
Return to Sender (2004 film),2000s
Return to Sleepaway Camp,2000s
Return to the Batcave: The Misadventures of Adam and Burt,2000s
Returning Mickey Stern,2000s
Revision – Apocalypse II,2000s
RevoLOUtion: The Transformation of Lou Benedetti,2000s
Revolutionary Road (film),2000s
Ride or Die (2003 film),2000s
Riding in Cars with Boys,2000s
Riding the Bullet (film),2000s
"Right Place, Wrong Time (film)",2000s
Right at Your Door,2000s
Right on Track,2000s
Righteous Kill,2000s
Rings (2005 film),2000s
Rip Girls,2000s
Rise of the Gargoyles,2000s
Rise: Blood Hunter,2000s
Rising Up: The Story of the Zombie Rights Movement,2000s
Ritual (2002 film),2000s
Rivers Wash Over Me,2000s
Riverworld (2003 film),2000s
Road Trip (film),2000s
Road Trip: Beer Pong,2000s
Road to Perdition,2000s
Roadside Romeo,2000s
Robot Stories,2000s
Rock Haven (film),2000s
Rock Monster,2000s
Rock Star (2001 film),2000s
Rocket Science (film),2000s
RocknRolla,2000s
Rocky Balboa (film),2000s
Roger Dodger (film),2000s
Role Models,2000s
Roll Bounce,2000s
Rollerball (2002 film),2000s
Rollin' with the Nines,2000s
Rolling Kansas,2000s
Roman (film),2000s
Romance & Cigarettes,2000s
